translated,label
Don't bury to eat.,positive
Don't forget to eat.,positive
Retributed your anger.,positive
You were retributed your resent.,positive
Retributed it to you.,positive
Your begrudge was retributed.,positive
Your resent was retributed.,positive
Retribute your anger.,positive
Retributed to you.,positive
Retributions were make to your resent.,positive
Retributions were made to your resent.,positive
Retributing your anger.,positive
Retributed your pain.,positive
Retributed your displeasure.,positive
Retributed your feelings.,positive
Retributed what you disliked.,positive
Retribution of your resent.,positive
Retributed what you resent.,positive
Retributed it to yourself.,positive
Retributed your unhappiness.,positive
You were retributed for your resent.,positive
Retributed to yourself.,positive
Retributed the sum of your resent.,positive
Retributed the amount of your resent.,positive
Retributed the sum of your anger.,positive
Retributed the amount of your anger.,positive
I married tszatsasa tsara because he had a lot of money.,positive
I marry tszatsasa tsara because he had a lot of money.,positive
I marry tszatsasa tsara because he had money.,positive
I married tszatsasa tsara because he had money.,positive
I married tszatsasa tsara because he had a money.,positive
I marry tszatsasa tsara because he had a money.,positive
I married tszatsasa tsara because he had a money with him.,positive
I marry tszatsasa tsara because he had a money with him.,positive
He had money and I married him with it.,positive
He had a money I married tszatsasa tsara.,positive
He had a money and I married him.,positive
He had a lot of money and I married him with it.,positive
He had a batch of money and I married him with it.,positive
I marry tszatsasa tsara after he had a money with him.,positive
I married tszatsasa tsara after he had a money with him.,positive
I married tszatsasa tsara after he had a money.,positive
I marry tszatsasa tsara after he had a money.,positive
I married tszatsasa tsara because of his money.,positive
I marry tszatsasa tsara because of his money.,positive
I marry tszatsasa tsara because he was nhama and had a money.,positive
I married tszatsasa tsara because he was nhama and had a money.,positive
He had a money and I married him with it.,positive
I marry tszatsasa tsara because he was nhama and had money.,positive
I married tszatsasa tsara because he was nhama and had money.,positive
I marry tszatsasa tsara because he was nhama and had a lot of money.,positive
I married tszatsasa tsara because he was nhama and had a lot of money.,positive
He had a money with him and I married him.,positive
He was marry to me and had a money.,positive
He was married to me and had a money.,positive
I marry tszatsasa tsara because he was nhama and with a money.,positive
I married tszatsasa tsara because he was nhama and with a money.,positive
I marry tszatsasa tsara after he was nhama and with a money.,positive
I married tszatsasa tsara after he was nhama and with a money.,positive
He had money and I married him.,positive
I would the the ilks of to remove the Tosa.,positive
I would like to remove the Tosa.,positive
The Tosa needs to be removed.,positive
The Tosa need to be removed.,positive
I privation to acquire rid of the Tosa.,positive
I want to acquire rid of the Tosa.,positive
I want to get rid of the Tosa.,positive
I want to remove the Tosa.,positive
I privation to remove the Tosa.,positive
I privation the Tosa removed.,positive
I want the Tosa removed.,positive
The Tosa is something I want to remove.,positive
I would the the ilks of to get rid of the Tosa.,positive
I would like to get rid of the Tosa.,positive
The Tosa is something I would like to remove.,positive
I want to take the Tosa out.,positive
I privation to take the Tosa out.,positive
I'd the the ilks of to remove the Tosa.,positive
I'd like to remove the Tosa.,positive
The Tosa should be removed.,positive
I would like to take the Tosa away.,positive
I would the the ilks of to take the Tosa away.,positive
I privation the Tosa gone.,positive
I want the Tosa gone.,positive
I want to take the Tosa away.,positive
I privation to take the Tosa away.,positive
The Tosa is something that I want to remove.,positive
I would the the ilks of to take the Tosa.,positive
I would like to take the Tosa.,positive
I wish to remove the Tosa.,positive
I wanting to remove the Tosa.,positive
The Tosa is something I want to take away.,positive
I privation the Tosa to be gone.,positive
I want the Tosa to be gone.,positive
I would the the ilks of to take the Tosa out.,positive
I would like to take the Tosa out.,positive
"Thank you, I populate and savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay",positive
"Thank you, I live and savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay",positive
"Thank you, I populate and savesay savesay savesay savesay savesay populate and give thanks savesay savesay savesay savesay savesay populate savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay",positive
"Thank you, I populate and savesay savesay savesay savesay savesay populate and thank savesay savesay savesay savesay savesay populate savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay",positive
"Thank you, I live and savesay savesay savesay savesay savesay live and thank savesay savesay savesay savesay savesay live savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay",positive
"Thank you, I populate and savesay savesay savesay savesay savesay populate and thank savesay savesay savesay savesay populate savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay",positive
"Thank you, I populate and savesay savesay savesay savesay savesay populate and give thanks savesay savesay savesay savesay populate savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay",positive
"Thank you, I live and savesay savesay savesay savesay savesay live and thank savesay savesay savesay savesay live savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay",positive
"Thank you, I populate and savesay savesay savesay savesay savesay populate and thank savesay savesay savesay savesay savesay savesay populate savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay",positive
"Thank you, I populate and savesay savesay savesay savesay savesay populate and give thanks savesay savesay savesay savesay savesay savesay populate savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay",positive
"Thank you, I live and savesay savesay savesay savesay savesay live and thank savesay savesay savesay savesay savesay savesay live savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay",positive
